x1,x2,y
-1.50551857383165,2.704285838459497,0.0
2.7839273017368615,0.5919509051822196,1.0
-4.127776314690761,-2.0640328779827843,0.0
-5.302996653981607,2.1970568746496113,1.0
1.213380140918506,1.2484354667762734,1.0
-5.752986068450371,2.819459112971966,1.0
3.98931168960506,-1.725965335930343,0.0
-3.8181003935147926,-1.899572940879397,0.0
-2.3490930844855473,0.14853858979342682,0.0
-0.8166597762946104,-1.2526251588117485,0.0
1.3422347366685532,-2.163036836087749,0.0
-2.494264217577382,-0.8018289402378498,0.0
-0.5271601893955689,1.7110557683580812,0.0
-3.603914614099683,0.08540663048166941,1.0
1.1089748263445092,-2.721297523680014,0.0
1.2905382228172604,-1.9768552578762508,0.0
-5.219380884176646,2.6933132235199997,1.0
5.587584396894712,1.8503840886987666,0.0
-2.3446347699195518,-2.413967315961697,1.0
2.210796318145883,-0.3590850375623922,1.0
-4.535541181862654,-0.028938539332378888,0.0
-5.587337746617379,2.4559224124726926,1.0
-2.894640220799797,0.9751337061238918,0.0
-2.2594670869270685,0.12040812706686488,0.0
0.5605233521193558,-1.8908732668468378,0.0
5.635015533174702,1.6507969401666873,0.0
5.273987298770269,2.3689641025658927,1.0
1.1747997457330221,2.531245410138701,0.0
-4.9380899753769665,-1.8241028254851288,1.0
-5.457272533073543,-1.048018015420414,0.0
-1.3358725237262163,-1.3719058093566245,0.0
3.944850109823152,-0.8594800398384645,0.0
-2.628785883751431,0.25617649894949057,0.0
-4.308909300302848,1.813181884524238,0.0
-5.10539227584275,2.9213216196031038,1.0
3.26693723155989,-1.8077059107949656,1.0
-5.933734594516771,1.8927685707290047,0.0
2.4822881261714045,1.3740430082459234,1.0
3.2552441602313493,-2.555732089595458,1.0
-1.6984112574687291,-2.3047856428492217,0.0
4.357241110507122,0.7397887609653475,0.0
-2.0292237017682098,-2.6186498982838584,0.0
-2.2682121394120536,-1.0489000678395177,0.0
2.7552741400567697,0.8253448281312785,1.0
4.6465529109159185,-0.16671044902830445,1.0
-4.56486904874038,1.2794687233379705,1.0
3.1294205834027693,0.3676631854169772,0.0
3.251606159454731,-0.03722642181365554,0.0
0.27279395258392825,-0.434753889848702,1.0
-5.694970479070857,-2.3526514380401733,0.0
-5.6228497717591885,0.8184624675826822,0.0
-2.22772822708408,0.051424146988216624,0.0
4.890797687113116,-1.5042466251067503,1.0
-1.0754049235724432,1.533306831258292,0.0
-3.2544220141005304,-2.538120541027242,0.0
-2.5229825650347837,-2.0326722764759735,1.0
5.156371828110878,1.8487222773865017,1.0
1.6008450781250811,2.2287635411263063,1.0
3.644064922789374,-1.880579646683785,0.0
4.710707981879732,0.23605345149390455,1.0
3.68928186196875,2.376547799540959,0.0
-2.1839583003376335,-2.3396884528339394,0.0
-3.2647780494967,-0.4373532682424619,0.0
3.816177191069917,2.1643834995380606,0.0
-5.916574433625712,0.06448381546539439,0.0
-0.9910679622146521,-1.6673531371756185,0.0
-4.561615591995807,-0.9743089715782323,1.0
5.31491644695023,-1.0607824078754686,1.0
0.22548746092039273,1.2181137533710675,0.0
-1.6364447714484722,2.8306924963257636,0.0
5.549367539305335,-1.489306225047815,0.0
-0.03301792929137459,-1.194730141099382,1.0
-2.5819140674703887,-2.7786783158728032,1.0
1.3147720077587621,0.016074139373168705,0.0
-5.382254985000127,-1.3281212145803314,0.0
4.8991906315998435,-1.5626286559981655,1.0
-4.261261534905323,-0.06328343833462213,1.0
5.827805449327208,-1.5476683709309975,0.0
2.0656265688705417,1.569717691972306,1.0
-3.148349472091204,1.3692980916711575,1.0
-1.5866024073689609,0.7938349835614771,0.0
1.602356529130736,0.21464810444855065,0.0
-4.9165227593471,2.0118149735354276,1.0
-2.15063922033917,-1.8808889376008746,0.0
-5.510698301342833,0.5453576591294507,0.0
2.130772342107388,-2.900473026432863,0.0
0.1451166995913713,-1.6410253488123723,1.0
1.7420734849133979,-1.9538014259700514,0.0
2.2912528572295905,-0.6795879221967756,1.0
5.240759864840815,-2.1748743351240405,1.0
-1.9072037873968979,-2.3191588725564656,0.0
5.0963234193427525,2.264036120285886,1.0
-2.9047004674181327,0.9599042762050742,0.0
3.8066664024145904,0.33120486959677375,0.0
0.35580694027207826,-1.54888625459729,0.0
-4.88276678632921,2.3832945477199603,1.0
4.805016685959966,0.7986087436396074,1.0
-1.9316425074155923,-0.9047425523240347,0.0
2.711468146442872,2.382661559715462,0.0
4.645037091181408,1.6792532751457436,1.0
1.7043797538514536,-2.495160210029707,0.0
-4.060455430864635,2.3913251311624757,0.0
1.2771487159150787,-2.944817690300222,0.0
-4.782341485607615,0.9810106146483348,1.0
-5.939260993845376,-2.035151691495008,0.0
0.584805472399033,1.15137118615616,1.0
1.8235351140312064,-1.6543841432366413,0.0
2.546150656170431,-1.5765054750191996,1.0
-2.0952036220887873,1.4789484307081446,0.0
1.795594788566576,2.0953404629650674,1.0
1.8913547076041208,0.4098516200128297,0.0
-4.87590278606289,-0.7937051816433991,1.0
-2.8175715878192946,-1.5360621397254985,1.0
5.6761266570293465,-0.6414136519994376,0.0
4.7045586621253594,0.7868317559835774,1.0
3.537735642499781,0.015822558631152894,0.0
0.9228466155163098,-0.044893837086816824,1.0
-3.657084146423466,1.334712691569032,1.0
-2.6307316507097305,-2.854104201411277,1.0
1.7456675508860133,-1.9373359235577063,0.0
5.285503012234972,2.7235714620155242,1.0
4.978372682645382,-0.7790477984673334,1.0
-5.814520601653591,2.5699113755263525,0.0
-0.8617902201922281,2.7999289142620176,0.0
5.563439725071035,2.1180567328041606,0.0
-2.4666132951649717,-0.6894136283884484,0.0
4.213640058202284,-1.098467969062334,0.0
-3.96608703976689,0.3408075747501007,1.0
5.233857289929372,1.1761787800498382,1.0
0.8407340410723796,-2.4169410373753886,0.0
1.3800867203900369,2.94032310062558,0.0
-4.318991817161711,0.1099779141824202,1.0
4.528476863135465,1.4446117065252269,1.0
2.364188891943215,1.2149045039226554,1.0
-1.686106185362938,-1.2384489344130398,0.0
3.7123338657421634,1.8606803680750845,0.0
4.4048678229612435,2.479443315338828,0.0
0.13610878633125356,0.009097768123197625,1.0
3.579542147601302,0.8997835846665909,0.0
2.4236025270924397,1.7747560166166068,1.0
4.680064101810796,-0.9720290588907852,1.0
-1.4930045683206714,-2.436108360954786,0.0
0.9393616919540877,-2.7843463572195475,0.0
-0.4128237824104781,0.25586780824545974,0.0
-2.561504974460587,0.5449995634140645,0.0
-5.633997000731407,-2.7759108675047135,1.0
3.871206727915899,-0.8388561515324229,0.0
-4.475273848177382,0.13345956032882622,1.0
3.23992263718333,-1.705073835018941,1.0
1.4746857098280035,-2.487915210037392,0.0
-5.379819345976708,0.1881277894088882,0.0
0.48762145932127865,0.8245794089892393,1.0
2.7130960046719395,2.855112476775208,0.0
0.19560417961434418,-1.0622611623525242,1.0
